"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"TJ Logan","TBB","RB",,,,,,,,,295,338.9,,,,,29.7,386,97,113.8,10.3,127,,,,,91,97.3,3.9,101,2019-09-05
"Roosevelt Nix","PIT","RB",,,,,,,,,316,339.5,,,,,23.5,363,103,130.8,23.4,163,,,,,,,,,2019-09-05
"Kelvin Harmon","WAS","WR",118,208,33.7,282,50,87.3,13.4,115,227,339.6,22,34.8,6.4,44,49.7,395,77,118.7,10.9,142,119,231.6,22.2,256,63,118.8,9.5,130,2019-09-05
"AJ McCarron","HOU","QB",,,,,46,55.9,3.1,61,292,340,,,,,20.9,374,36,45.9,4.8,55,,,,,,,,,2019-09-05
"Jonathan Williams","IND","RB",,,,,,,,,280,340,,,,,38.6,393,93,110.4,11.4,129,,,,,,,,,2019-09-05
"Darren Fells","HOU","TE",,,,,,,,,312,340.3,,,,,18.3,363,32,60.5,13.6,95,188,211.8,20.4,238,31,49,13.9,75,2019-09-05
"Seth Roberts","BAL","WR",,,,,113,140.2,16.5,164,304,340.7,,,,,35.7,378,102,137.7,14.5,168,,,,,130,141.2,11.3,158,2019-09-05
"Allen Hurns","MIA","WR",264,314.6,21,341,101,126.4,12,150,244,340.7,,,,,35.3,390,90,130.2,13.1,158,172,195,16.3,208,90,129.3,17.6,159,2019-09-05
"Cody Core","NYG","WR",,,,,,,,,338,341,,,,,3,344,111,155.5,14.2,186,,,,,140,153,12,169,2019-09-05
"Rhett Ellison","NYG","TE",,,,,,,,,301,341,,,,,40,381,44,58.1,4.1,65,200,226.8,10.8,248,37,49,4.9,61,2019-09-05
"Dalyn Dawkins","TEN","RB",,,,,,,,,321,341,,,,,18.2,365,104,121.5,15.4,145,,,,,,,,,2019-09-05
"Jesse James","DET","TE",240,308.5,55.8,394,34,45,4.6,53,224,341.7,,,,,35.1,389,31,42.1,5.1,53,187,208.8,10.9,224,30,40.4,3.8,47,2019-09-05
"Laquon Treadwell",,"WR",259,310.8,33,344,99,129.4,10.3,147,233,341.7,,,,,24.2,369,79,135.8,22.1,195,,,,,102,121.7,15.5,140,2019-09-05
"Nick OLeary","MIA","TE",,,,,,,,,275,342.5,,,,,46.1,389,38,62.5,9.9,81,190,237.5,14,257,33,57.1,3.9,66,2019-09-05
"Kenjon Barner","ATL","RB",,,,,,,,,310,343,,,,,23.8,365,100,127.2,13.9,148,,,,,,,,,2019-09-05
"Richie James","SFO","WR",,,,,128,153,24.3,186,315,343.3,,,,,20,358,105,144.6,14.7,172,,,,,106,141.6,19.7,164,2019-09-05
"Robert Griffin","BAL","QB",317,331,14,345,44,50.6,4.7,57,284,343.7,,,,,27.2,386,37,43.7,3.8,53,,,,,37,40,2.1,43,2019-09-05
"Chase Daniel","CHI","QB",,,,,48,56.8,10.2,73,284,344.5,,,,,36.2,387,37,48.9,5,56,,,,,,,,,2019-09-05
"Jordan Taylor",,"WR",,,,,,,,,332,344.5,,,,,12.5,357,114,159.5,21,195,,,,,,,,,2019-09-05
"Kendrick Bourne","SFO","WR",311,321,10.8,336,99,130.7,12.5,154,284,344.5,,,,,22.8,378,100,120.7,10,144,172,216.8,17,251,90,109.4,9,129,2019-09-05
"Tyrod Taylor","LAC","QB",247,286.8,38,348,37,44.5,3.2,49,276,345,,,,,35.5,397,37,45.6,6.6,62,,,,,36,38.6,1.6,41,2019-09-05
"Jarius Wright","CAR","WR",,,,,137,146.3,7.8,156,218,345.2,,,,,40.6,390,75,123.4,7.4,134,112,222,28.9,254,58,112.1,16.9,142,2019-09-05
"Dylan Cantrell","LAC","WR",,,,,,,,,314,348,,,,,34,382,124,156.4,20,191,,,,,,,,,2019-09-05
"Nate Sudfeld","PHI","QB",,,,,,,,,320,348,,,,,20.2,367,42,54.2,9.4,76,,,,,,,,,2019-09-05
"Josh Bellamy","NYJ","WR",,,,,147,158,14.9,179,320,349.5,,,,,29.5,379,122,146.6,9.9,166,,,,,115,131.8,9.5,141,2019-09-05
"DeAndre Carter","HOU","WR",,,,,,,,,316,350,,,,,34,384,124,148.8,12.5,179,,,,,123,141.7,11.7,161,2019-09-05
"Russell Shepard","NYG","WR",,,,,153,164.7,11.9,181,324,350,,,,,19.8,372,114,147.4,14.6,171,178,216.2,20.1,234,92,116,12.1,129,2019-09-05
"Samaje Perine","CIN","RB",,,,,81,111.4,15.1,145,252,350.6,,,,,35.8,393,84,112.2,8.7,126,,,,,98,113.6,6,121,2019-09-05
"Demetrius Harris","CLE","TE",,,,,35,48.3,7.9,60,288,351.3,,,,,38.7,392,37,53.2,6.2,71,200,239.3,6.8,248,50,56.4,2.8,61,2019-09-05
"Josh McCown","PHI","QB",,,,,45,51.8,3.9,54,292,351.4,,,,,19.1,387,37,44.4,4.5,52,,,,,,,,,2019-09-05
"Cam Sims","WAS","WR",,,,,,,,,292,351.7,,,,,42.2,383,106,168.6,23.3,189,,,,,,,,,2019-09-05
"Ryan Griffin","NYJ","TE",,,,,62,64,1.6,66,338,352,,,,,14,366,41,61.1,10.8,83,186,207.1,15.2,247,29,39,6.6,60,2019-09-05
"John Ursua","SEA","WR",,,,,,,,,264,352.2,,,,,20.6,389,88,130.9,16.7,156,135,221,49.8,254,71,122.8,6.9,133,2019-09-05
"Jacob Hollister","SEA","TE",,,,,33,61,17.2,79,326,352.3,,,,,20.9,377,44,69.8,14.7,95,,,,,,,,,2019-09-05
"Jarrett Stidham","NEP","QB",139,276.4,26.5,304,32,41.3,5.6,57,338,352.5,38,54.5,8.2,72,14.5,367,41,57,8.9,73,,,,,,,,,2019-09-05
"Tra Carson","GBP","RB",,,,,,,,,349,353,,,,,4,357,111,136,25.1,168,,,,,,,,,2019-09-05
"Jordan Matthews",,"WR",266,289.3,19.9,309,111,131.4,15.5,161,306,353.3,,,,,16.8,373,103,137.8,23.6,200,,,,,,,,,2019-09-05
"Chester Rogers","IND","WR",284,316.3,19,331,117,132.1,7.5,144,288,353.5,,,,,29.7,396,100,124.4,12.6,159,156,218.7,25.5,249,80,118.4,13.4,141,2019-09-05
"Trey Edmunds","PIT","RB",,,,,,,,,327,353.5,,,,,26.5,380,106,133,21.1,165,,,,,103,110,7,117,2019-09-05
"Scott Miller","TBB","WR",,,,,,,,,323,354,,,,,22.6,376,118,143.5,15,190,,,,,148,161,13.1,179,2019-09-05
"Noah Brown","DAL","WR",,,,,,,,,311,355,,,,,31.1,377,120,154,16.4,175,,,,,,,,,2019-09-05
"Chad Williams","IND","WR",271,304.8,31.6,342,105,142,23.1,195,343,355,,,,,12,367,117,179.5,21.5,211,,,,,,,,,2019-09-05
"Patrick DiMarco","BUF","RB",,,,,,,,,312,355.2,,,,,30.5,392,101,122.5,11.3,139,,,,,,,,,2019-09-05
"Tajae Sharpe","TEN","WR",,,,,103,141.2,13.4,160,317,356.7,,,,,23.7,396,106,134.3,13,162,205,235.6,16.6,256,96,119.4,14.4,154,2019-09-05
"Mack Hollins","PHI","WR",298,337.7,28.1,358,112,147.8,11.7,164,351,358.3,,,,,10.4,373,118,147.9,12.7,167,229,231.5,2.5,234,112,131.5,18.6,167,2019-09-05
"Nick Bosa","SFO","DL",,,,,,,,,70,358.5,,,,,288.5,647,13,43.1,50.9,217,90,169,79,248,25,33.6,5.1,43,2019-09-05
"Eli Rogers",,"WR",,,,,139,162.2,20.2,191,346,359,,,,,13,372,120,165.6,17,191,,,,,,,,,2019-09-05
"Trevor Siemian","NYJ","QB",,,,,54,58.7,3.4,62,335,360.3,,,,,19.7,383,43,54.3,5.6,63,,,,,,,,,2019-09-05
"Juwann Winfree","DEN","WR",,,,,,,,,345,361.5,,,,,16.5,378,121,148.1,14.2,177,,,,,,,,,2019-09-05
"Tim Boyle","GBP","QB",,,,,,,,,341,362.3,,,,,15.9,379,38,52.7,5.9,61,,,,,,,,,2019-09-05
"Bennie Fowler","NYG","WR",,,,,,,,,307,363.7,,,,,40.2,396,112,143.5,12.4,168,162,203.9,23.5,251,83,104.4,10.5,121,2019-09-05
"Shaun Wilson","WAS","RB",,,,,,,,,355,365,,,,,10,375,103,129.3,19.5,158,,,,,,,,,2019-09-05
"Drew Stanton","CLE","QB",,,,,,,,,345,365.5,,,,,20.5,386,46,55.3,5.2,66,,,,,,,,,2019-09-05
"Kerrith Whyte","CHI","RB",,,,,83,108.3,27.8,147,326,368.2,48,80.6,16.6,92,12.5,393,106,123.8,9.6,142,,,,,,,,,2019-09-05
"Zach Pascal","IND","WR",,,,,118,154.4,23.5,185,353,369.5,,,,,16.5,386,118,147.8,11.7,168,,,,,123,143.8,9.3,153,2019-09-05
"Nick Boyle","BAL","TE",,,,,,,,,342,369.8,,,,,16.8,383,41,58.2,7.6,74,207,228.3,11.4,247,40,51.7,5.8,60,2019-09-05
"Luke Stocker","ATL","TE",,,,,,,,,344,370,,,,,26,396,33,69.6,7.6,81,216,245.2,5.3,252,41,63.5,7.7,78,2019-09-05
"Jamize Olawale","DAL","RB",,,,,,,,,362,370.5,,,,,8.5,379,113,133.8,19,159,,,,,,,,,2019-09-05
"Justin Hardy","ATL","WR",,,,,,,,,286,371.2,,,,,6.1,378,114,136,12.3,160,,,,,73,135.8,9.8,159,2019-09-05
"Alex Armah","CAR","RB",,,,,,,,,280,372.5,,,,,14.2,392,93,122.6,9.8,143,,,,,,,,,2019-09-05
"Darius Jackson",,"RB",,,,,,,,,362,374,,,,,12,386,113,128.4,15,157,,,,,98,110.5,12.5,123,2019-09-05
"Vyncint Smith","HOU","WR",,,,,,,,,359,374,,,,,15,389,126,168.9,24.4,227,,,,,,,,,2019-09-05
"Auden Tate","CIN","WR",,,,,129,144,11.9,158,349,375.7,,,,,19.5,395,112,154,17.3,192,,,,,,,,,2019-09-05
"Andre Roberts","BUF","WR",,,,,,,,,375,378,,,,,3,381,119,159.2,15.7,190,,,,,,,,,2019-09-05
"Matt Barkley","BUF","QB",,,,,49,53,4,57,292,383.7,,,,,9.7,397,38,47.5,3.5,57,,,,,,,,,2019-09-05
"Garrett Celek","SFO","TE",,,,,62,67.3,5.6,75,385,386.5,,,,,1.5,388,47,71.5,10.6,92,,,,,,,,,2019-09-05
"Brandon Bolden","NEP","RB",,,,,,,,,381,387,,,,,6,393,110,128.6,12.8,149,,,,,,,,,2019-09-05
"Dante Fowler","LAR","DL",,,,,,,,,77,423.5,,,,,346.5,770,28,47,19,66,,,,,,,,,2019-09-05
"Corey Peters","ARI","DL",,,,,,,,,,,,,,,,,53,82,29,111,,,,,,,,,2019-09-05
"Caleb Wilson","ARI","TE",,,,,34,51,10.1,60,,,59,68,7.1,83,,,79,108.7,21.1,126,,,,,,,,,2019-09-05
"Terrell Suggs","ARI","LB",,,,,,,,,,,,,,,,,78,82,5.8,92,,,,,,,,,2019-09-05
"Rodney Gunter","ARI","DL",,,,,,,,,,,,,,,,,46,74.5,28.5,103,,,,,,,,,2019-09-05
"Zach Allen","ARI","DL",,,,,,,,,,,,,,,,,60,86.5,26.5,113,,,,,,,,,2019-09-05
"Byron Murphy","ARI","DB",,,,,,,,,,,,,,,,,81,91.7,9,103,,,,,24,43.2,9.9,50,2019-09-05
"Hakeem Butler","ARI","WR",66,167.4,36.7,287,31,70.7,14.3,107,,,15,26.9,6,40,,,,,,,,,,,,,,,2019-09-05
"Patrick Peterson","ARI","DB",,,,,,,,,,,,,,,,,40,114,74,188,,,,,,,,,2019-09-05
"Brooks Reed","ARI","LB",,,,,,,,,,,,,,,,,125,145.5,20.5,166,,,,,,,,,2019-09-05
"Chandler Jones","ARI","DL",,,,,,,,,,,,,,,,,11,22,7.8,28,,,,,,,,,2019-09-05
"Brooks Reed","ARI","DL",,,,,,,,,,,,,,,,,38,109.5,71.5,181,,,,,,,,,2019-09-05
"Cassius Marsh","ARI","DL",,,,,,,,,,,,,,,,,58,107,49,156,,,,,,,,,2019-09-05
"Tramaine Brock","ARI","DB",,,,,,,,,,,,,,,,,105,108.5,3.5,112,,,,,,,,,2019-09-05
"Damiere Byrd","ARI","WR",,,,,,,,,,,,,,,,,125,154.7,10.4,171,,,,,,,,,2019-09-05
"Adrian Clayborn","ATL","DL",,,,,,,,,,,,,,,,,35,90.7,40.7,131,,,,,,,,,2019-09-05
"Jaeden Graham","ATL","TE",,,,,,,,,,,,,,,,,84,106.5,16.7,123,,,,,,,,,2019-09-05
"Vic Beasley","ATL","DL",,,,,,,,,,,,,,,,,28,55.4,23.9,114,,,,,35,57.3,21.3,86,2019-09-05
"Russell Gage","ATL","WR",,,,,,,,,,,,,,,,,142,154.1,7.8,168,,,,,,,,,2019-09-05
"Duke Riley","ATL","LB",,,,,,,,,,,,,,,,,109,112,3,115,,,,,,,,,2019-09-05
"DeVondre Campbell","ATL","LB",,,,,,,,,,,,,,,,,40,59.8,13.5,80,,,,,,,,,2019-09-05
"Foyesade Oluokun","ATL","LB",,,,,,,,,,,,,,,,,43,74.8,21.8,108,,,,,53,68.3,17.6,93,2019-09-05
"Ricardo Allen","ATL","DB",,,,,,,,,,,,,,,,,46,76,30,106,,,,,,,,,2019-09-05
"Allen Bailey","ATL","DL",,,,,,,,,,,,,,,,,67,80,13,93,,,,,,,,,2019-09-05
"Olamide Zaccheaus","ATL","WR",,,,,,,,,,,,,,,,,147,174.6,17.5,199,,,,,,,,,2019-09-05
"Desmond Trufant","ATL","DB",,,,,,,,,,,,,,,,,67,79.5,12.5,92,,,,,,,,,2019-09-05
"Grady Jarrett","ATL","DL",,,,,,,,,,,,,,,,,37,43.5,3.8,50,,,,,28,45.3,6.8,52,2019-09-05
"Takkarist McKinley","ATL","DL",,,,,,,,,,,,,,,,,37,58.3,17.1,86,,,,,37,55.3,15.9,90,2019-09-05
"Matt Schaub","ATL","QB",,,,,,,,,,,,,,,,,42,60.5,5.2,68,,,,,,,,,2019-09-05
"Keith Smith","ATL","RB",,,,,,,,,,,,,,,,,96,130,24.9,155,,,,,,,,,2019-09-05
"Brandon Powell","ATL","WR",,,,,112,142.7,21.9,162,,,,,,,,,136,181.2,19.9,203,,,,,,,,,2019-09-05
"Brandon Carr","BAL","DB",,,,,,,,,,,,,,,,,100,141,41,182,,,,,,,,,2019-09-05
"Jaleel Scott","BAL","WR",,,,,144,165.3,16,187,,,,,,,,,143,163.2,9.7,181,,,,,,,,,2019-09-05
"Chris Board","BAL","LB",,,,,,,,,,,,,,,,,53,70,19.5,107,,,,,50,54,4.7,62,2019-09-05
"Jimmy Smith","BAL","DB",,,,,,,,,,,,,,,,,57,79.5,22.5,102,,,,,,,,,2019-09-05
"DeLance Turner","BAL","RB",,,,,,,,,,,,,,,,,122,138,16,154,,,,,,,,,2019-09-05
"Kenneth Dixon","BAL","RB",164,270.6,33.8,356,54,79.9,8,93,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Antoine Wesley","BAL","WR",,,,,78,135,57,192,,,49,70,11.6,87,,,,,,,,,,,,,,,2019-09-05
"Matt Judon","BAL","LB",,,,,,,,,,,,,,,,,66,81.3,11.4,95,77,82.5,5.5,88,40,44.5,4.5,49,2019-09-05
"Michael Pierce","BAL","DL",,,,,,,,,,,,,,,,,47,77.5,30.5,108,,,,,,,,,2019-09-05
"Tyus Bowser","BAL","LB",,,,,,,,,,,,,,,,,119,126.5,7.5,134,,,,,,,,,2019-09-05
"Kevin Johnson","BUF","DB",,,,,,,,,,,,,,,,,120,160,40,200,,,,,,,,,2019-09-05
"TreDavious White","BUF","DB",,,,,,,,,,,,,,,,,55,81,17.9,105,,,,,55,74,19,93,2019-09-05
"Tommy Sweeney","BUF","TE",,,,,,,,,,,,,,,,,75,86,10.4,99,235,241,7.8,252,52,56,5,63,2019-09-05
"Trent Murphy","BUF","DL",,,,,,,,,,,,,,,,,46,68.3,18.7,96,,,,,,,,,2019-09-05
"Lee Smith","BUF","TE",,,,,,,,,,,,,,,,,36,84.1,10.9,97,186,219,33,252,29,53.7,17.6,69,2019-09-05
"Star Lotulelei","BUF","DL",,,,,,,,,,,,,,,,,,,,,,,,,49,111,62,173,2019-09-05
"Davis Webb","BUF","QB",,,,,59,60,1,61,,,,,,,,,74,78.3,3.2,83,,,,,,,,,2019-09-05
"Taron Johnson","BUF","DB",,,,,,,,,,,,,,,,,18,54,36,90,,,,,,,,,2019-09-05
"Ed Oliver","BUF","DL",,,,,,,,,,,,,,,,,33,50.9,18.7,111,,,,,41,44.3,2,61,2019-09-05
"Shaq Lawson","BUF","DL",,,,,,,,,,,,,,,,,97,107,10,117,,,,,,,,,2019-09-05
"Kurt Coleman","BUF","DB",,,,,,,,,,,,,,,,,50,143,93,236,,,,,,,,,2019-09-05
"Anthony Johnson",,"WR",,,,,,,,,,,49,74.6,16.7,94,,,,,,,,,,,,,,,2019-09-05
"Tyree Jackson",,"QB",,,,,,,,,,,61,74.3,10.4,88,,,,,,,,,,,,,,,2019-09-05
"Kyle Allen","CAR","QB",,,,,,,,,,,,,,,,,42,61.1,7.5,71,,,,,,,,,2019-09-05
"Graham Gano","CAR","K",211,282,53.9,371,3,11.3,6.7,25,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Ray-Ray McCloud","CAR","WR",,,,,,,,,,,,,,,,,146,169.7,13.1,186,,,,,,,,,2019-09-05
"Mario Addison","CAR","DL",,,,,,,,,,,,,,,,,24,35,5.1,49,,,,,26,39.7,3.2,65,2019-09-05
"Kawann Short","CAR","DL",,,,,,,,,,,,,,,,,31,45.3,4.3,50,,,,,39,45.6,2.6,56,2019-09-05
"Brandon Zylstra","CAR","WR",,,,,,,,,,,,,,,,,151,179,13,202,,,,,,,,,2019-09-05
"Andrew Wellock","CAR","K",,,,,24,26.4,2.2,29,,,,,,,,,17,29.3,7.2,35,,,,,,,,,2019-09-05
"Bruce Irvin","CAR","DL",,,,,,,,,,,,,,,,,38,70.7,27.8,106,,,,,,,,,2019-09-05
"Rashaan Gaulden","CAR","DB",,,,,,,,,,,,,,,,,57,136.3,77.2,241,,,,,,,,,2019-09-05
"Donte Jackson","CAR","DB",,,,,,,,,,,,,,,,,30,49.3,6.1,55,,,,,16,43.2,5,52,2019-09-05
"Tre Boston","CAR","DB",,,,,,,,,,,,,,,,,17,29,12,41,,,,,46,77.5,31.5,109,2019-09-05
"Chris Manhertz","CAR","TE",,,,,,,,,,,,,,,,,86,99.8,7.5,111,,,,,,,,,2019-09-05
"Jermaine Carter","CAR","LB",,,,,,,,,,,,,,,,,110,114.5,4.5,119,,,,,,,,,2019-09-05
"Gerald McCoy","CAR","DL",,,,,,,,,,,,,,,,,59,80.5,21.5,102,,,,,43,62,19,81,2019-09-05
"Brian Burns","CAR","DL",,,,,,,,,,,,,,,,,38,99.5,75,227,,,,,27,35.8,5.8,42,2019-09-05
"James Bradberry","CAR","DB",,,,,,,,,,,,,,,,,28,43.4,5.7,54,,,,,44,70.3,26.2,106,2019-09-05
"Eddie Goldman","CHI","DL",,,,,,,,,,,,,,,,,75,82.5,7.5,90,,,,,,,,,2019-09-05
"Buster Skrine","CHI","DB",,,,,,,,,,,,,,,,,89,121.5,32.5,154,,,,,,,,,2019-09-05
"Leonard Floyd","CHI","LB",,,,,,,,,,,,,,,,,85,87.5,2.1,90,,,,,,,,,2019-09-05
"Prince Amukamara","CHI","DB",,,,,,,,,,,,,,,,,59,75.7,14.8,95,,,,,,,,,2019-09-05
"Dax Raymond","CHI","TE",,,,,,,,,,,84,90.8,5.8,100,,,,,,,,,,,,,,,2019-09-05
"Kyle Fuller","CHI","DB",,,,,,,,,,,,,,,,,33,40.9,11.4,79,91,107.5,16.5,124,27,38.9,2.8,52,2019-09-05
"Javon Wims","CHI","WR",,,,,,,,,,,,,,,,,133,155,14.6,176,,,,,,,,,2019-09-05
"Ben Braunecker","CHI","TE",,,,,,,,,,,,,,,,,79,93,9.4,104,241,244,3,247,58,69,10.4,83,2019-09-05
"Drew Sample","CIN","TE",,,,,42,52.4,7.2,71,,,65,79.6,12.8,98,,,53,73,8.4,88,252,253.5,1.5,255,64,71.6,6.8,82,2019-09-05
"Carl Lawson","CIN","DL",,,,,,,,,,,,,,,,,51,98.5,47.5,146,,,,,51,109,58,167,2019-09-05
"Kerry Wynn","CIN","DL",,,,,,,,,,,,,,,,,124,124,0,124,,,,,,,,,2019-09-05
"Cethan Carter","CIN","TE",,,,,,,,,,,,,,,,,81,108,18.1,125,,,,,,,,,2019-09-05
"Stanley Morgan","CIN","WR",,,,,108,138,23.7,166,,,33,63,17.1,82,,,148,187.6,26.6,220,,,,,,,,,2019-09-05
"Jeff Driskel","CIN","QB",,,,,47,60.5,9.6,70,,,,,,,,,39,65.1,7.8,74,,,,,,,,,2019-09-05
"Darqueze Dennard","CIN","DB",,,,,,,,,,,,,,,,,64,92,34.1,140,,,,,,,,,2019-09-05
"Dre Kirkpatrick","CIN","DB",,,,,,,,,,,,,,,,,101,107.5,6.5,114,,,,,,,,,2019-09-05
"Rodney Anderson","CIN","RB",87,235.9,53.1,335,38,75.8,12.2,100,,,31,44.5,8.8,60,,,,,,,,,,,,,,,2019-09-05
"Geno Atkins","CIN","DL",,,,,,,,,,,,,,,,,24,35.2,3.5,69,,,,,31,38.7,3,55,2019-09-05
"Jordan Evans","CIN","LB",,,,,,,,,,,,,,,,,68,84,18.5,116,,,,,70,90.5,20.5,111,2019-09-05
"Jordan Willis","CIN","DL",,,,,,,,,,,,,,,,,,,,,,,,,47,86.5,39.5,126,2019-09-05
"Germaine Pratt","CIN","LB",,,,,,,,,,,,,,,,,30,91,61,152,,,,,,,,,2019-09-05
"Pharoh Cooper","CIN","WR",,,,,,,,,,,,,,,,,158,186.2,16.6,209,,,,,,,,,2019-09-05
"Andrew Billings","CIN","DL",,,,,,,,,,,,,,,,,105,113,8,121,,,,,,,,,2019-09-05
"Larry Ogunjobi","CLE","DL",,,,,,,,,,,,,,,,,33,52.3,4.9,57,,,,,36,43,7,50,2019-09-05
"Chris Smith","CLE","DL",,,,,,,,,,,,,,,,,119,127,8,135,,,,,,,,,2019-09-05
"Damion Ratley","CLE","WR",,,,,,,,,,,,,,,,,138,170.6,13.5,194,245,248,3,251,118,130,10.6,145,2019-09-05
"Rico Gathers","CLE","TE",,,,,44,61.3,11.9,75,,,,,,,,,86,107.6,13.2,123,,,,,,,,,2019-09-05
"Mack Wilson","CLE","LB",,,,,,,,,,,,,,,,,118,122.5,4.5,127,,,,,,,,,2019-09-05
"Terrance Mitchell","CLE","DB",,,,,,,,,,,,,,,,,34,66.8,29.8,115,,,,,,,,,2019-09-05
"Pharaoh Brown","CLE","TE",,,,,,,,,,,,,,,,,107,121.8,10.5,134,,,,,,,,,2019-09-05
"Denzel Ward","CLE","DB",,,,,,,,,,,,,,,,,27,50.2,10.1,77,,,,,31,48.2,1.2,50,2019-09-05
"Sheldon Richardson","CLE","DL",,,,,,,,,,,,,,,,,45,54.7,6.6,69,,,,,40,47,5.1,52,2019-09-05
"Derrick Willies","CLE","WR",,,,,,,,,,,,,,,,,151,183.6,24.9,218,,,,,,,,,2019-09-05
"Jermaine Whitehead","CLE","DB",,,,,,,,,,,,,,,,,54,108.5,54.5,163,,,,,,,,,2019-09-05
"Genard Avery","CLE","LB",,,,,,,,,,,,,,,,,65,103,42.5,175,,,,,,,,,2019-09-05
"Khadarel Hodge","CLE","WR",,,,,,,,,,,,,,,,,172,195.4,20.4,228,,,,,,,,,2019-09-05
"Travis Carrie","CLE","DB",,,,,,,,,,,,,,,,,122,135,13,148,,,,,,,,,2019-09-05
"Greedy Williams","CLE","DB",,,,,,,,,,,,,,,,,98,148,50,198,,,,,48,99.5,51.5,151,2019-09-05
"Jeff Heath","DAL","DB",,,,,,,,,,,,,,,,,78,78.5,0.5,79,,,,,39,43,4,47,2019-09-05
"Kerry Hyder","DAL","DL",,,,,,,,,,,,,,,,,54,89,35.7,138,,,,,,,,,2019-09-05
"Byron Jones","DAL","DB",,,,,,,,,,,,,,,,,48,86.6,50.1,185,,,,,,,,,2019-09-05
"Taco Charlton","DAL","DL",,,,,,,,,,,,,,,,,99,104,5,109,,,,,,,,,2019-09-05
"Tyrone Crawford","DAL","DL",,,,,,,,,,,,,,,,,84,139.5,55.5,195,,,,,,,,,2019-09-05
"Chris Jones","DAL","DL",,,,,,,,,,,,,,,,,18,18,0,18,,,,,,,,,2019-09-05
"Dalton Schultz","DAL","TE",,,,,41,49.8,5.4,59,,,,,,,,,62,75.3,11.2,109,236,243.3,5.2,248,53,72.2,12,93,2019-09-05
"Chidobe Awuzie","DAL","DB",,,,,,,,,,,,,,,,,53,56.5,3.5,60,,,,,,,,,2019-09-05
"Tavon Austin","DAL","RB",,,,,105,107.5,2.5,110,,,,,,,,,69,106.9,19.1,134,,,,,65,81.5,16.2,115,2019-09-05
"Cooper Rush","DAL","QB",,,,,,,,,,,,,,,,,46,57.5,4.1,63,,,,,,,,,2019-09-05
"Clayton Thorson","DAL","QB",279,299,20,319,40,46.3,4.6,51,,,50,61.3,14,81,,,,,,,,,,,,,,,2019-09-05
"Antwaun Woods","DAL","DL",,,,,,,,,,,,,,,,,125,128.5,3.5,132,,,,,,,,,2019-09-05
"Devin Smith","DAL","WR",,,,,,,,,,,,,,,,,145,173.2,14.2,185,,,,,,,,,2019-09-05
"Kareem Jackson","DEN","DB",,,,,,,,,,,,,,,,,6,44.9,13.1,73,,,,,17,32.9,3.2,39,2019-09-05
"Derek Wolfe","DEN","DL",,,,,,,,,,,,,,,,,52,60.3,6.5,68,,,,,,,,,2019-09-05
"Fred Brown","DEN","WR",,,,,,,,,,,,,,,,,159,204,33,237,,,,,,,,,2019-09-05
"Troy Fumagalli","DEN","TE",,,,,48,63.7,10.6,81,,,,,,,,,52,81.1,10.8,96,,,,,70,79,9,88,2019-09-05
"Adam Gotsis","DEN","DL",,,,,,,,,,,,,,,,,23,62,29.4,94,,,,,,,,,2019-09-05
"Diontae Spencer","DEN","WR",,,,,,,,,,,,,,,,,157,197.8,28.7,229,,,,,,,,,2019-09-05
"Shelby Harris","DEN","DL",,,,,,,,,,,,,,,,,9,43,34,77,,,,,,,,,2019-09-05
"Andrew Beck","DEN","TE",,,,,,,,,,,,,,,,,97,112,12.6,127,,,,,,,,,2019-09-05
"Brett Rypien","DEN","QB",,,,,,,,,,,71,83.3,7.6,91,,,,,,,,,,,,,,,2019-09-05
"Isaac Nauta","DET","TE",,,,,54,71.7,13,85,,,77,82.3,5,89,,,60,93.6,20.5,114,,,,,79,84.5,5.5,90,2019-09-05
"DaShawn Hand","DET","DL",,,,,,,,,,,,,,,,,64,90.8,30.8,143,,,,,,,,,2019-09-05
"Rashaan Melvin","DET","DB",,,,,,,,,,,,,,,,,109,112,3,115,,,,,50,75.5,25.5,101,2019-09-05
"Mike Daniels","DET","DL",,,,,,,,,,,,,,,,,44,72.6,34.7,155,,,,,44,71.7,35,121,2019-09-05
"Quandre Diggs","DET","DB",,,,,,,,,,,,,,,,,20,46.8,12.9,69,87,88,1,89,20,36.7,2.4,46,2019-09-05
"Devon Kennard","DET","LB",,,,,,,,,,,,,,,,,74,81.8,6.2,91,,,,,,,,,2019-09-05
"Josh Johnson","DET","QB",,,,,,,,,,,,,,,,,43,60.7,9.2,71,,,,,,,,,2019-09-05
"Justin Coleman","DET","DB",,,,,,,,,,,,,,,,,,,,,,,,,26,77.5,51.5,129,2019-09-05
"Darius Slay","DET","DB",,,,,,,,,,,,,,,,,58,71,10.2,83,,,,,41,56,15.8,81,2019-09-05
"Travis Fulgham","DET","WR",,,,,,,,,,,,,,,,,113,152.2,12.2,167,,,,,116,125,8.3,136,2019-09-05
