PLAYERID,DRAFTYEAR,POSITION,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE
11521,2014,FB,4.77,2.77,1.68,24,30,908,4.3,7.22
11522,2014,QB,5.37,,1.88,6,23,706,4.72,8.35
11523,2014,CB,4.61,2.72,1.66,13,35.5,909,4.15,6.9
11524,2014,TE,4.87,2.82,1.69,16,31.5,908,4.47,7.23
11525,2014,TE,,,,,,,,
11526,2014,RB,4.76,2.79,1.67,23,33,906,4.53,7.47
11527,2014,WR,4.48,2.63,1.59,18,35.5,1005,4.27,6.84
11528,2014,FS,4.46,2.65,1.59,,36,1002,4.14,6.9
11529,2014,DT,5.31,3.1,1.84,32,25.5,800,5.07,8.05
11530,2014,RB,4.69,2.82,1.69,18,28.5,901,4.4,7.35
11531,2014,LB,4.65,2.71,1.62,21,35.5,906,,
11532,2014,LB,4.79,2.79,1.63,22,28,902,4.39,6.97
11533,2014,CB,4.56,2.71,1.64,10,36.5,1002,4.32,7.28
11534,2014,RB,4.5,2.64,1.65,22,33.5,906,4.25,7.07
11535,2014,DT,5.13,2.9,1.76,,27.5,,4.75,7.77
11536,2014,OG,5.18,3.03,1.85,42,29,901,4.66,8.26
11537,2014,DT,5.47,3.15,1.86,32,26,704,4.6,7.89
11538,2014,FB,4.62,2.65,1.53,26,32.5,908,4.32,7.16
11539,2014,WR,4.64,2.69,1.61,8,35.5,911,4.11,6.68
11540,2014,OG,5.19,3.04,1.83,26,26.5,900,4.47,7.49
11541,2014,FB,4.87,2.81,1.65,17,33,901,4.35,7.04
11542,2014,OC,4.88,2.84,1.76,17,27.5,902,4.77,7.28
11543,2014,WR,4.4,2.53,1.55,,32.5,1007,4.19,6.77
11544,2014,LB,4.38,2.58,1.56,25,42,1010,4.21,6.91
11545,2014,OG,5.27,3.03,1.82,47,33.5,809,,
11546,2014,CB,4.42,2.6,1.57,15,35,1004,4.27,6.86
11547,2014,WR,4.43,2.59,1.55,16,34,1006,4.34,6.95
11548,2014,DE,4.84,2.79,1.68,24,31.5,900,4.29,7.19
11549,2014,WR,4.7,2.73,1.65,10,29.5,901,4.55,7.47
11550,2014,TE,4.87,2.78,1.65,24,30.5,903,4.62,7.38
11551,2014,OC,5.38,3.09,1.93,25,24,706,4.9,8.01
11552,2014,SS,4.8,2.74,1.76,12,30.5,904,4.24,6.89
11553,2014,OT,5.04,2.92,1.74,23,24,711,4.77,8.15
11554,2014,RB,4.38,2.56,1.57,18,37,1006,4.43,6.89
11555,2014,WR,4.44,2.56,1.52,9,34,909,4.41,6.77
11556,2014,DT,5.25,3.02,1.83,25,30.5,807,4.89,7.81
11557,2014,SS,4.5,2.67,1.6,22,35.5,1003,4.35,7.44
11558,2014,WR,4.51,2.64,1.6,13,34.5,1002,4.21,7.07
11559,2014,LB,4.73,2.79,1.68,16,29,905,4.42,6.9
11560,2014,CB,4.43,2.6,1.56,14,38.5,1007,4.23,6.95
11561,2014,LB,5.09,2.83,1.72,28,31,905,4.38,7.29
11562,2014,DE,4.88,2.78,1.68,25,32,902,4.57,7.52
11563,2014,RB,4.7,2.7,1.64,18,37,1002,,
11564,2014,WR,4.38,2.6,1.52,16,33,1000,4.13,7.02
11565,2014,LB,4.69,2.65,1.55,24,32,910,4.12,6.75
11566,2014,OG,,,,,,,,
11567,2014,LB,4.91,2.84,1.74,,29,900,4.59,7.35
11568,2014,CB,4.61,2.67,1.58,13,41.5,1008,4.33,6.69
11569,2014,LB,4.72,2.71,1.58,19,36,910,4.34,6.91
11570,2014,RB,4.52,2.61,1.58,24,40,1100,4.23,7.07
11571,2014,QB,4.63,2.7,1.62,,30,903,4.49,7.36
11572,2014,LB,4.66,2.78,1.61,21,34.5,906,4.37,7.15
11573,2014,DT,,,,31,,,,
11574,2014,RB,4.6,2.72,1.67,16,35.5,910,,
11575,2014,CB,4.43,2.58,1.55,17,41,1003,4.21,6.97
11576,2014,SS,4.53,2.6,1.57,11,30.5,905,4.65,7.83
11577,2014,QB,4.84,2.82,1.69,,30.5,810,4.23,7.33
11578,2014,OT,5.2,3,1.88,21,25.5,811,4.9,7.77
11579,2014,WR,4.4,2.47,1.5,17,40,1005,4.21,6.84
11580,2014,DE,4.85,2.84,1.64,21,30,809,4.6,7.44
11581,2014,OT,4.87,2.84,1.71,29,30.5,909,4.49,7.39
11582,2014,TE,4.71,2.73,1.65,19,31,903,4.5,7.15
11583,2014,QB,4.79,2.76,1.63,,30,905,4.2,7.17
11584,2014,LB,4.52,2.63,1.57,16,31.5,911,4.57,7.04
11585,2014,DT,5.1,2.95,1.77,31,30.5,903,4.53,7.67
11586,2014,CB,4.63,2.68,1.59,8,34,909,4,6.57
11587,2014,QB,4.79,2.68,1.68,15,31.5,911,4.4,7.13
11588,2014,RB,4.54,2.7,1.63,16,33.5,1000,4.44,7.28
11589,2014,FS,4.42,2.59,1.54,10,38,911,4.56,7.35
11590,2014,DE,4.76,2.72,1.62,25,33,911,4.45,7.13
11591,2014,TE,4.72,2.75,1.66,17,30,902,4.63,7.24
11592,2014,OG,5.42,3.12,1.87,32,21.5,702,5.14,8.41
11593,2014,DE,4.95,2.91,1.74,17,27.5,901,4.58,7.33
11594,2014,WR,4.46,2.57,1.52,,41,1100,4.18,6.63
11595,2014,SS,4.5,2.68,1.65,22,40.5,1005,4.13,6.68
11596,2014,LB,4.82,2.79,1.67,15,29.5,903,4.4,7.46
11597,2014,RB,4.48,2.63,1.6,15,34.5,1005,4.26,7.01
11598,2014,RB,4.75,2.75,1.65,20,32,905,4.31,7.07
11599,2014,DT,4.9,2.84,1.68,32,28,804,,7.9
11600,2014,DT,5.06,2.94,1.76,27,29.5,806,4.83,7.69
11601,2014,WR,4.48,2.59,1.54,,33,911,4.27,6.82
11602,2014,LB,4.87,2.68,1.68,24,35,910,4.23,6.93
11603,2014,CB,4.59,2.69,1.62,13,35.5,,4.39,7.25
11604,2014,QB,4.97,2.92,1.77,,27,809,4.36,7.33
11605,2014,QB,5.11,2.91,1.69,,31,809,4.45,7.32
11606,2014,WR,4.5,2.56,1.56,21,38.5,1005,4.45,6.98
11607,2014,WR,4.57,2.67,1.6,5,33.5,902,4.22,7.03
11608,2014,CB,4.46,2.64,1.58,9,41,1010,4.23,6.96
11609,2014,WR,4.41,2.56,1.49,15,40,1009,4.56,7.14
11610,2014,WR,4.56,2.65,1.63,16,37,908,4.51,7.4
11611,2014,OG,4.93,2.89,1.8,25,27.5,806,4.77,8.16
11612,2014,CB,4.5,2.56,1.57,7,32.5,906,4.31,7.07
11613,2014,LB,4.62,2.75,1.69,24,36,1001,4.61,7.37
11614,2014,LB,4.76,2.76,1.64,,29.5,808,4.56,
11615,2014,CB,4.43,2.58,1.55,17,41,1003,4.21,6.97
11616,2014,OC,5.28,3.09,1.87,20,26,711,4.65,7.73
11617,2014,SS,4.56,2.69,1.6,18,35,908,4.31,7.04
11618,2014,RB,4.5,2.6,1.55,,38.5,1006,4.15,
11619,2014,DE,4.86,2.8,1.68,19,35.5,910,4.2,6.78
11620,2014,LB,4.66,2.74,1.66,26,30.5,909,,
11621,2014,WR,4.62,2.69,1.62,,30,904,4.32,7.14
11622,2014,OG,5.24,2.97,1.81,28,,902,4.74,8.06
11623,2014,FB,,,,,,,,
11624,2014,RB,4.78,2.76,1.7,8,26.5,902,4.37,6.94
11625,2014,OC,5.16,3.05,1.81,23,23.5,802,4.89,8.17
11626,2014,TE,,,,27,32,906,4.55,7.57
11627,2014,FS,,,,,,,,
11628,2014,WR,4.52,2.57,1.62,11,36.5,1005,4.47,7.28
11629,2014,RB,4.49,2.58,1.51,15,36.5,908,4.18,6.78
11630,2014,DT,5.15,3,1.81,27,29,904,4.67,7.38
11631,2014,OC,,,,36,23.5,806,4.7,8.22
11632,2014,CB,4.52,2.7,1.63,14,33.5,904,4.15,6.8
11633,2014,QB,,,,,,,,
11634,2014,DE,4.88,2.83,1.78,23,28.5,902,4.42,7.26
11635,2014,OG,5.17,3.02,1.75,40,30.5,902,4.66,7.95
11636,2014,LB,4.95,2.86,1.72,24,32,908,4.15,6.64
11637,2014,LB,,,,,,,,
11638,2014,OT,5.02,2.9,1.68,20,30,811,4.62,7.2
11639,2014,CB,4.69,2.78,1.7,20,33.5,910,4.2,7.01
11640,2014,SS,4.56,,,18,,,,
11641,2014,DE,4.85,2.83,1.7,23,33.5,1000,4.39,7.15
11642,2014,CB,4.49,2.66,1.59,13,35,910,4.42,7.12
11643,2014,WR,4.63,2.7,1.63,10,31.5,1000,4.23,6.7
11644,2014,OC,5.11,2.96,1.73,26,29,903,4.64,7.4
11645,2014,OC,5.1,2.97,1.84,25,25.5,810,4.63,7.93
11646,2014,DE,4.77,2.81,1.69,22,32,904,4.57,7.26
11647,2014,LB,4.59,2.73,1.62,17,37.5,905,4.53,7.04
11648,2014,DT,5.36,3.07,1.82,24,28.5,803,4.82,7.93
11649,2014,OG,5.38,3.05,1.87,23,28,805,4.69,7.88
11650,2014,WR,4.62,2.66,1.6,11,33.5,905,4.39,7.19
11651,2014,TE,4.9,2.85,1.7,16,26.5,905,4.79,7.41
11652,2014,OG,5.04,2.95,1.8,25,25,806,4.44,7.6
11653,2014,LB,4.8,2.75,1.65,21,32,911,4.33,6.99
11654,2014,LB,5.01,2.84,1.67,18,36.5,900,,
11655,2014,OC,5.3,3.12,1.72,30,25.5,807,4.82,7.55
11656,2014,RB,4.5,2.65,1.5,13,34,900,4.12,6.92
11657,2014,OG,5.16,3,1.81,25,24.5,802,5.16,7.87
11658,2014,K,,,,,,,,
11659,2014,DT,5.08,2.95,1.79,28,28.5,803,4.71,7.93
11660,2014,QB,,,,,,,,
11661,2014,DE,4.84,2.8,1.67,23,33.5,1003,4.46,7.41
11662,2014,LB,4.73,2.76,1.7,14,33,908,4.41,7.26
11663,2014,DE,4.78,2.74,1.67,21,30.5,900,4.33,7.05
11664,2014,CB,4.68,2.74,1.63,4,36,910,4.3,7.07
11665,2014,OG,,,,29,28,810,4.59,7.65
11666,2014,RB,4.7,2.66,1.64,17,32,911,4.48,6.89
11667,2015,OG,,,,26,32.5,901,,
11668,2015,TE,4.72,2.72,1.68,15,,,4.51,6.99
11669,2015,LB,4.75,2.7,1.61,24,34,907,4.29,6.99
11670,2015,LB,4.95,2.88,1.74,16,29,811,4.37,7.38
11671,2015,FB,4.7,2.7,1.64,,33,905,4.33,7.59
11672,2015,WR,4.53,2.64,1.59,14,32.5,1002,4.32,6.96
11673,2015,LB,4.76,2.76,1.64,20,30.5,907,4.63,
11674,2015,OG,5.74,3.24,1.91,,,,5,
11675,2015,WR,4.63,2.7,1.63,14,34.5,908,4.79,7.41
11676,2015,FS,4.56,2.65,1.6,21,35.5,1002,4.03,7.09
11677,2015,LB,4.69,2.73,1.63,19,34.5,1003,4.59,7.63
11678,2015,RB,4.4,2.5,1.53,14,37.5,1002,4.07,6.71
11679,2015,SS,4.43,2.61,1.59,20,37.5,1002,4.39,7.08
11680,2015,OG,5.57,3.24,1.97,22,23.5,706,4.65,7.9
11681,2015,LB,4.73,2.77,1.67,18,34.5,910,4.15,6.38
11682,2015,CB,4.51,2.64,1.6,17,40,1001,4.07,7.05
11683,2015,LB,4.65,2.68,1.64,15,31,1000,4.25,7.13
11684,2015,CB,4.63,2.69,1.59,12,35,1005,4.59,7.16
11685,2015,OG,4.98,2.87,1.71,30,30.5,900,4.47,7.33
11686,2015,RB,4.66,2.72,1.57,15,36,1007,4.51,7.18
11687,2015,LB,4.56,2.65,1.6,,42,1106,4.48,7.52
11688,2015,WR,4.42,2.63,1.61,,33,1000,3.98,6.71
11689,2015,LB,4.83,2.82,1.72,23,32,903,4.27,7.35
11690,2015,RB,4.6,2.68,1.6,24,42.5,1010,3.95,6.79
11691,2015,WR,4.44,2.56,1.57,12,37.5,1003,4.09,6.93
11692,2015,QB,4.74,2.78,1.68,10,32,811,4.47,7.31
11693,2015,OT,5.31,3.14,1.92,17,32,805,4.77,7.84
11694,2015,WR,4.66,2.72,1.63,20,33.5,1003,4.53,
11695,2015,WR,4.52,2.7,1.53,12,,,4.34,6.96
11696,2015,OT,5.18,2.98,1.81,,31,809,4.62,8.01
11697,2015,OC,5.5,3.19,1.93,29,27,800,4.58,7.66
11698,2015,DT,5.02,2.93,1.77,20,31,805,4.57,7.5
11699,2015,QB,5.03,2.91,1.74,,26.5,804,4.62,7.47
11700,2015,DE,4.79,2.77,1.66,27,34.5,906,4.25,7.17
11701,2015,SS,4.74,2.71,1.65,13,35,904,4.31,7.22
11702,2015,SS,,,,,,,,
11703,2015,SS,4.72,2.7,1.6,15,33.5,908,4.15,7.18
11704,2015,OT,5.3,2.83,1.8,25,27.5,902,4.87,7.59
11705,2015,WR,4.44,2.59,1.56,,35,1007,4.38,7.19
11706,2015,OG,5.48,3.09,1.84,,25.5,804,5.38,8.4
11707,2015,DE,5.1,2.92,1.75,24,34,909,4.53,7.57
11708,2015,DE,4.81,2.77,1.75,17,34,906,4.75,7.56
11709,2015,DT,5.34,3.03,1.72,26,22.5,803,5.18,8.39
11710,2015,OC,5.17,2.83,1.71,,34,811,4.53,7.65
11711,2015,OT,5.39,3.16,1.93,17,29,710,4.7,8.04
11712,2015,WR,4.35,2.56,1.51,21,39.5,1005,4.21,6.98
11713,2015,LB,4.99,2.89,1.73,26,30.5,806,4.63,7.65
11714,2015,RB,4.57,2.74,1.68,20,36,906,4.15,6.9
11715,2015,DE,5.06,2.93,1.77,26,,,,
11716,2015,OC,5.25,3.14,1.91,20,24,803,4.76,
11717,2015,DT,5.05,2.79,1.73,24,31.5,1003,4.25,7.22
11718,2015,LB,4.59,2.71,1.61,19,33.5,1000,4,6.68
11719,2015,TE,4.79,2.78,1.69,16,30,908,4.52,7.32
11720,2015,LB,4.66,2.73,1.63,16,40.5,1001,4.27,7.21
11721,2015,OT,5.22,3.06,1.84,23,27,801,4.79,7.92
11722,2015,LB,4.7,2.73,1.63,13,33.5,909,4.53,
11723,2015,TE,4.8,2.85,1.73,14,33,908,4.32,6.85
11724,2015,LB,4.91,2.8,1.7,20,33,903,4.18,7.1
11725,2015,QB,4.57,2.7,1.67,,30.5,907,,7.15
11726,2015,OG,5.61,3.22,1.96,22,27,711,5.15,8.08
11727,2015,CB,4.51,2.63,1.59,17,36,1010,3.82,6.8
11728,2015,DT,5.16,3.02,1.84,24,32.5,810,4.41,7.57
11729,2015,DE,4.78,2.8,1.68,27,32,907,4.3,7.09
11730,2015,WR,4.54,2.59,1.63,11,38,1003,4.04,6.8
11731,2015,P,,,,,,,,
11732,2015,QB,4.72,2.79,1.68,,33,902,4.37,7.18
11733,2015,FB,4.62,2.65,1.63,22,33.5,909,4.33,7.06
11734,2015,RB,4.78,2.77,1.68,17,31.5,905,4.51,7.51
11735,2015,SS,4.49,2.58,1.55,19,38,1006,4.47,7.28
11736,2015,OG,5.05,2.98,1.8,23,32.5,811,4.57,7.18
11737,2015,DT,5.57,,,22,,,,
11738,2015,RB,4.51,2.68,1.55,23,37,910,4.43,7.18
11739,2015,RB,4.63,2.68,1.63,19,30.5,908,4.4,7.19
11740,2015,CB,4.57,2.66,1.6,11,36,1003,4.32,7.73
11741,2015,DE,4.87,2.81,1.69,20,33.5,902,4.22,7.09
11742,2015,WR,4.26,2.35,1.51,18,36.5,1007,,
11743,2015,OG,5.6,3.24,1.97,17,25,900,4.75,7.91
11744,2015,QB,4.63,2.72,1.62,,36,1000,3.98,6.93
11745,2015,SS,4.77,2.75,1.7,18,25.5,811,4.42,7.02
11746,2015,OT,4.89,2.76,1.7,23,35.5,1002,4.37,7.23
11747,2015,TE,4.75,2.64,1.58,25,38.5,911,4.4,7.03
11748,2015,SS,4.51,2.62,1.58,14,37.5,1002,4.23,6.65
11749,2015,DE,4.76,2.72,1.67,28,33,909,4.42,7.29
11750,2015,RB,4.47,2.53,1.53,25,38.5,1003,4.3,7.33
11751,2015,QB,4.81,2.79,1.68,,37,1005,4.2,7.13
11752,2015,WR,,,,,,,,
11753,2015,CB,4.47,2.58,1.5,15,43,1100,4.27,7
11754,2015,LB,4.6,2.69,1.6,26,35,909,4.36,7.15
11755,2015,QB,4.87,2.81,1.67,,34,1001,4.13,6.91
11756,2015,WR,4.53,2.64,1.59,18,34.5,1000,4.38,6.88
11757,2015,LB,4.83,2.79,1.69,,32.5,904,4.18,7.16
11758,2015,SS,4.43,2.52,1.5,18,44.5,1203,3.94,6.78
11759,2015,LB,4.56,2.6,1.56,17,34.5,1003,4.24,6.97
11760,2015,TE,4.62,2.65,1.58,19,31,910,4.57,7.22
11761,2015,WR,,,,12,,,,
11762,2015,RB,4.53,2.67,1.61,,36.5,910,4.25,7.13
11763,2015,TE,4.98,2.91,1.76,,32,900,4.48,7.52
11764,2015,OC,5.15,3.03,1.87,30,30.5,904,4.63,7.48
11765,2015,OT,5.32,3.06,1.84,19,24.5,806,4.97,8.16
11766,2015,LB,4.8,2.83,1.68,29,35,908,4.07,6.93
11767,2015,WR,4.49,2.57,1.51,14,39,1007,4.12,6.71
11768,2015,OG,5.55,3.19,1.93,16,23,710,5.03,8.6
11769,2015,CB,4.57,2.66,1.58,14,32.5,903,4.32,7
11770,2015,DT,5.07,2.91,1.73,28,33,807,4.47,7.91
11771,2015,DE,4.76,2.76,1.68,,38,1003,4.54,7.51
11772,2015,TE,4.77,2.7,1.65,19,36.5,910,4.22,6.97
11773,2015,DE,4.86,2.75,1.71,24,30.5,1000,4.55,7.51
11774,2015,OT,,,,23,,,,
11775,2015,DE,,,,22,,,,
11776,2015,FS,4.46,2.64,1.58,21,40.5,1002,4.28,6.94
11777,2015,OG,4.97,2.86,1.7,19,30,904,4.63,7.58
11778,2015,OG,5.13,3.03,1.9,25,29.5,810,4.74,7.91
11779,2015,WR,4.39,2.58,1.51,17,39.5,1105,4.17,7.08
11780,2015,CB,4.44,2.59,1.56,,34.5,1003,4.2,7.07
11781,2015,DT,5.44,3.07,1.83,24,24.5,711,4.94,7.9
11782,2015,OT,5.16,2.97,1.78,21,29.5,810,4.7,8
11783,2015,LB,4.73,2.7,1.62,21,36,911,4.48,7.24
11784,2015,FS,4.67,2.7,1.62,14,40,1100,4.4,7.09
11785,2015,WR,4.35,2.54,1.52,18,45,1107,4.3,7.06
11786,2015,WR,4.57,2.59,1.5,2,33.5,905,4.22,7.27
11787,2015,FS,4.81,2.79,1.63,11,32,902,4.2,7.12
11788,2015,DT,4.9,2.79,1.68,24,30.5,903,4.43,7.43
11789,2015,DT,4.97,2.88,1.75,28,29,905,,
11790,2015,FB,4.76,2.77,1.67,29,30.5,907,4.49,7.28
11791,2015,OG,5.04,2.9,1.72,25,28.5,902,5.08,8.09
11792,2015,DT,5.19,3,1.83,28,28,811,4.55,7.96
11793,2015,SS,4.55,2.63,1.58,22,37,1000,4.27,7.21
11794,2015,TE,4.79,2.84,1.72,20,30.5,1000,4.57,7.32
11795,2015,QB,4.63,2.7,1.62,,32.5,910,4.1,6.95
11796,2015,FS,4.6,2.7,1.64,11,35,1005,4.23,7.12
11797,2015,OG,4.98,2.91,1.73,20,27,810,4.75,7.41
11798,2015,OG,5.36,3.04,1.71,28,28,807,4.65,7.92
11799,2015,QB,,,,,,,,
11800,2015,TE,,,,,,,,
11801,2015,DE,5.01,2.91,1.78,17,33,902,4.65,7.64
11802,2015,RB,4.28,2.52,1.57,22,37,1007,4.08,7
11803,2015,OT,5.34,3.06,1.87,28,31,900,4.81,8.4
11804,2015,OC,5.38,3.16,1.92,25,25,707,4.92,7.84
11805,2015,CB,4.44,2.58,1.53,17,38,1010,4.07,6.83
11806,2015,LB,4.71,2.68,1.59,21,36,1005,4.42,7.25
11807,2015,OG,5.5,3.12,1.74,14,24,804,4.84,8.22
11808,2015,LB,4.56,2.6,1.56,17,34.5,1003,4.24,6.97
11809,2015,OT,5.12,3.02,1.84,26,31,808,4.64,7.87
11810,2015,DT,5.55,,,10,23.5,707,,
11811,2015,FS,4.46,2.58,1.55,14,38,1000,4.07,6.83
11812,2015,SS,4.6,2.63,1.58,21,36,1004,4.6,7.44
11813,2015,CB,4.5,2.63,1.59,,33,910,4.2,6.98
11814,2015,LB,4.77,2.76,1.65,22,37,911,4.2,7.21
11815,2015,WR,4.27,2.54,1.51,13,42,1011,4.09,6.59
11816,2015,DT,5,2.9,1.77,26,27,807,4.61,7.43
11817,2015,WR,4.6,2.7,1.58,11,31.5,908,4.18,6.86
11818,2015,OG,5.26,2.92,1.76,25,33,808,4.72,7.95
11819,2015,DE,4.57,2.67,1.57,25,36.5,1010,4.35,6.95
11820,2015,OT,5.48,3.14,1.86,21,24.5,802,4.97,8.03
11821,2015,DT,5.64,3.21,1.9,34,30.5,711,4.65,7.99
11822,2015,DE,4.6,2.69,1.59,19,32.5,904,4.32,7.4
11823,2015,WR,4.47,2.63,1.5,,37,1003,4.29,6.95
11824,2015,DT,5.17,2.99,1.83,33,24,800,4.65,7.49
11825,2015,DT,5,2.95,1.78,26,31,811,4.75,8
11826,2015,WR,4.54,2.62,1.55,17,37,1000,4.11,7.04
11827,2015,OT,5.46,3.08,1.82,22,28.5,807,4.99,7.88
11828,2015,WR,4.46,2.62,1.57,12,37,1005,4.25,7.07
11829,2015,OT,5.51,3.18,1.9,16,27,801,4.75,8.2
11830,2015,DE,5.07,,,6,35.5,802,4.63,7.6
11831,2015,CB,4.38,2.5,1.48,23,39,1101,4.06,6.66
11832,2015,DT,5.12,2.96,1.78,21,31.5,710,4.58,7.66
11833,2015,OT,5.34,3.13,1.89,27,26,801,5.15,8.18
11834,2015,WR,4.62,2.66,1.58,13,37,1002,4.35,6.81
11835,2015,OC,5.12,2.87,1.71,27,30,900,4.78,8.12
11836,2015,RB,4.81,2.72,1.64,17,38.5,1001,4.55,7.01
11837,2015,DE,4.84,2.82,1.69,13,38,1008,4.52,7.27
11838,2015,RB,4.5,2.61,1.57,25,41.5,1007,4.27,6.82
11839,2015,LB,4.74,2.68,1.64,24,34.5,905,4.31,7.15
11840,2015,DT,5.38,3.01,1.75,34,29,807,,
11841,2015,DE,4.57,2.6,1.52,26,42.5,1100,,
11842,2015,FS,4.58,2.68,1.62,16,33.5,906,4.18,7
11843,2015,WR,4.44,2.53,1.45,17,38.5,1006,3.8,6.64
11844,2015,WR,,,,,,,,
11845,2015,WR,4.44,2.61,1.58,,34.5,1003,4.18,6.97
11846,2015,RB,4.8,2.85,1.72,,33,905,4.38,7.2
11847,2015,DE,4.95,2.8,1.7,31,34,904,4.32,7.26
11848,2015,LB,4.66,2.71,1.59,28,31,911,4.32,7.07
11849,2015,CB,4.4,2.53,1.53,20,37,1001,4.22,7.03
11850,2015,LB,4.78,2.77,1.67,27,32,905,,
11851,2015,CB,4.57,2.52,1.52,10,34.5,1004,4.23,7.02
11852,2015,OG,5.34,2.97,1.81,23,31,807,4.85,8.02
11853,2015,WR,4.51,2.65,1.6,12,34,1000,4.27,6.98
11854,2015,DT,5.12,2.99,1.77,35,29.5,809,4.76,7.92
11855,2015,OT,5.25,3.01,1.8,18,31,907,4.65,7.73
11856,2015,LB,4.62,2.6,1.57,19,35.5,1003,4.24,7.43
11857,2015,DT,4.99,2.92,1.77,30,26.5,810,4.44,7.3
11858,2015,FS,4.61,2.61,1.58,18,34,1003,4.44,6.95
11859,2015,DT,5.07,2.94,1.71,28,30,809,4.66,7.7
11860,2015,CB,4.56,2.62,1.59,15,38,1010,4.27,6.78
11861,2015,WR,4.46,2.58,1.56,13,32.5,1003,4.28,7.21
11862,2015,RB,4.73,2.59,1.61,26,39.5,1003,4.47,7
11863,2015,FS,,,,15,,,,
11864,2015,CB,4.58,2.52,1.56,14,37.5,1100,4.32,7.24
11865,2015,WR,4.57,2.66,1.59,16,35.5,907,4.12,7.25
11866,2015,WR,4.45,2.61,1.51,17,36.5,1005,,
11867,2015,WR,4.7,2.74,1.66,17,38.5,1002,4.48,6.98
11868,2015,WR,4.42,2.59,1.56,10,39,1002,4.15,6.83
11869,2015,CB,4.43,2.56,1.56,10,40.5,1102,4.56,6.96
11870,2015,WR,4.58,2.72,1.63,16,33.5,911,4.28,7.11
11871,2015,LB,4.84,2.73,1.65,,33,908,4.57,7.23
11872,2015,DE,4.88,2.86,1.69,20,31,901,4.63,7.52
11873,2015,WR,4.53,2.59,1.55,16,37.5,1002,4.51,6.8
11874,2015,RB,4.57,2.67,1.6,22,35.5,906,4.56,7.51
11875,2015,OC,5.24,2.99,1.73,23,26,801,4.76,7.63
11876,2015,CB,4.45,2.6,1.56,18,36,1004,4.26,6.96
11877,2015,RB,4.63,2.72,1.62,17,32.5,901,4.2,7.09
11878,2015,CB,4.62,2.71,1.64,13,32.5,1000,4.31,6.97
11879,2015,WR,4.65,2.75,1.67,17,34,910,4.5,7.51
11880,2015,DT,4.99,2.92,1.77,22,29,808,4.52,7.94
11881,2015,OT,5.27,3.04,1.82,26,32,901,4.79,7.95
11882,2015,WR,4.45,2.52,1.56,17,36.5,1003,4.22,7.02
11883,2015,CB,4.44,2.57,1.52,21,33,908,4.33,7.09
11884,2015,WR,4.49,2.66,1.6,13,33.5,911,4.45,6.89
11885,2015,RB,4.48,2.65,1.59,21,35,1004,4.05,6.9
11886,2015,WR,4.54,2.67,1.59,13,,1001,4.22,6.83
11887,2015,RB,4.54,2.64,1.6,18,33.5,1001,4.16,6.88
11888,2015,FS,4.63,2.68,1.59,,31,909,4.26,7.09
11889,2015,FS,4.63,2.68,1.59,,31,909,4.26,7.09
11890,2015,DT,5.07,2.91,1.73,43,33.5,902,4.5,7.36
11891,2015,TE,4.88,2.81,1.68,20,31.5,902,4.52,7.22
11892,2015,DT,5.28,3.03,1.89,19,26,,4.87,7.62
11893,2015,LB,4.61,2.69,1.61,20,37,1001,4.38,7.49
11894,2015,LB,4.8,2.74,1.66,30,35.5,1000,4.4,7.15
11895,2015,DE,4.6,2.69,1.61,24,35,1003,4.16,7.07
11896,2015,WR,4.57,2.62,1.57,19,34.5,909,4.1,6.71
11897,2015,DT,5.21,3.02,1.81,24,32,901,5.07,8.16
11898,2015,OT,5.31,3.13,1.9,37,27,805,,
11899,2015,DT,5.15,2.98,1.81,25,23,709,5.16,7.93
11900,2015,LB,4.61,2.64,1.57,19,38,1005,4.14,7.14
11901,2015,CB,4.52,2.57,1.56,18,36.5,1002,4.34,7.01
11902,2015,CB,4.45,2.61,1.56,19,39,1005,3.97,6.7
11903,2015,TE,5.04,2.91,1.75,19,30.5,902,4.54,7.46
11904,2015,DE,4.84,2.81,1.67,17,33.5,902,4.47,7.47
11905,2015,CB,4.75,2.83,1.74,22,31.5,1003,4.35,7.91
11906,2015,DE,4.84,2.81,1.67,32,26.5,902,4.53,7.56
11907,2015,WR,4.45,2.56,1.6,20,35,1004,4.29,7.03
11908,2015,WR,4.68,2.73,1.66,17,27.5,902,4.58,7.35
11909,2015,FS,4.52,2.57,1.59,17,34,1004,4.46,6.89
11910,2015,DE,4.79,2.81,1.69,19,38.5,910,4.05,7.08
11911,2015,TE,4.88,2.78,1.68,21,33.5,904,4.3,7.31
11912,2015,LB,4.61,2.62,1.59,23,35.5,1001,4.47,7.26
11913,2015,DT,5.07,2.96,1.78,34,26.5,804,4.56,7.73
11914,2015,QB,4.75,2.75,1.62,,34,1001,4.35,6.97
11915,2015,CB,4.61,2.68,1.58,7,32.5,911,4,6.8
11916,2015,LB,4.81,2.78,1.65,24,37,909,4.38,7.24
11917,2015,TE,4.71,2.73,1.66,,35.5,1004,4.58,7.28
11918,2015,WR,4.4,2.57,1.56,19,34.5,1003,4.27,7
11919,2015,TE,4.87,2.84,1.73,,,,4.7,7.62
11920,2015,WR,4.49,2.57,1.56,23,36.5,1004,4.18,6.86
11921,2015,FS,4.62,2.71,1.58,17,27,901,4.45,7.08
11922,2015,DT,5.06,2.87,1.69,30,31,904,4.56,7.37
